LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,ZIP CODE,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LATITUDE,LONGITUDE,selected
MILLIE'S SUPPER CLUB LLC,MILLIE'S SUPPER CLUB,2438 N LINCOLN AVE 1ST,60614,2/16/16,3/15/18,41.92623,-87.65008,polygon
KUKAI CHICAGO LLC,KIZUKI RAMEN AND IZAKAYA,1482 N MILWAUKEE AVE 1,60622,3/1/16,3/15/18,41.90882,-87.67526,polygon
"BITTER POPS, INC.",BITTER POPS,3345 N LINCOLN AVE,60657,3/2/16,3/15/18,41.94269,-87.67060,polygon
RENAISSANCE HOTEL OPERATING COMPANY,RENAISSANCE CHICAGO HOTEL,1 W WACKER DR 3,60601,3/11/16,3/15/18,41.88670,-87.62805,polygon
"EDDIE V'S HOLDINGS, LLC",EDDIE V'S WILD FISH,521 N RUSH ST,60611,3/10/16,3/15/18,41.89167,-87.62522,polygon
"CENTRAL FLORIDA RESTAURANTS, INC.",TGI FRIDAY'S,153 E ERIE ST 1,60611,3/14/16,3/15/18,41.89404,-87.62339,polygon
"CHINESE GOAT, LLC",DUCK DUCK GOAT,851-857 W FULTON MARKET  1ST,60607,3/10/16,3/15/18,41.88666,-87.64952,polygon
RENAISSANCE HOTEL OPERATING COMPANY,RENAISSANCE CHICAGO HOTEL,1 W WACKER DR 3,60601,3/11/16,3/15/18,41.88670,-87.62805,polygon
RENAISSANCE HOTEL OPERATING COMPANY,RENAISSANCE CHICAGO HOTEL,1 W WACKER DR 3,60601,3/11/16,3/15/18,41.88670,-87.62805,polygon
SPIN CHICAGO LLC,SPIN CHICAGO,344 N STATE ST GROUND & LOWER LEVEL,60654,2/22/16,3/15/18,41.88874,-87.62819,polygon
WALDORF=ASTORIA MANAGEMENT LLC,WALDORF ASTORIA CHICAGO,11 E WALTON ST,60611,2/26/16,3/15/18,41.89983,-87.62780,polygon
"ORIOLE, LLC",ORIOLE,661 W WALNUT ST,60661,3/3/16,3/15/18,41.88614,-87.64518,polygon
SPIN CHICAGO LLC,SPIN CHICAGO,344 N STATE ST GROUND & LOWER LEVEL,60654,2/25/16,3/15/18,41.88874,-87.62819,polygon
666 WEST LAKE LLC,SAINT LOU'S ASSEMBLY & MONEYGUN,660-664 W LAKE ST,60661,2/24/16,3/15/18,41.88581,-87.64509,polygon
"HARD ROCK CAFE INTERNATIONAL (CHICAGO), INC.","Hard Rock Cafe International (Chicago), Inc.",63 W ONTARIO ST,60654,3/1/18,3/17/18,41.89313,-87.63056,polygon
O'NEIL'S BAR & GRILL CORPORATION,O'Neil's Bar & Grill,411 S FINANCIAL PL,60605,3/8/18,3/17/18,41.87657,-87.63296,polygon
"SPICE, INC.",The Northman,233 E RIVERWALK,60601,3/16/18,3/17/18,41.88820,-87.62097,polygon
CHRISTOPHER HOUSE,"2018 - #5 SKATE SESSION, ART SHOW & MUSIC SHOWCASE",113 N ELIZABETH ST 1,60607,3/16/18,3/17/18,41.88332,-87.65866,polygon
"LIZZIE MCNEILL'S, INC.",Lizzie McNeill's,400 N MCCLURG CT,60611,3/15/18,3/18/18,41.88912,-87.61775,polygon
CHRISTOPHER HOUSE,"2018 - #6 SKATE SESSION, ART SHOW & MUSIC SHOWCASE",113 N ELIZABETH ST 1,60607,3/21/18,3/21/18,41.88332,-87.65866,polygon
"MILLENNIUM PARK JOINT VENTURE, LLC","MILLENNIUM PARK JOINT VENTURE, LLC",11 N MICHIGAN AVE,60602,3/15/18,3/25/18,41.88238,-87.62423,polygon
BRIGHT CHICAGO GROUP LLC,PRAIRIE SCHOOL (LOWERL LEVEL) PS REGARDS TO EDITH (MAIN LEVEL),326 N MORGAN ST,60607,4/7/16,4/15/18,41.88764,-87.65234,polygon
"VOLUMES, LLC",VOLUMES BOOKCAFE,1474 N MILWAUKEE AVE 1ST,60622,3/22/16,4/15/18,41.90861,-87.67493,polygon
"ROISTER RESTAURANT, LLC",ROISTER,951 W FULTON MARKET  1,60607,3/24/16,4/15/18,41.88663,-87.65185,polygon
"PORKCHOP NAVY PIER, LLC",PORKCHOP,600 E GRAND AVE  SA14,60611,4/12/16,4/15/18,41.89209,-87.61157,polygon
UB2 LLC,URBANBELLY WICKER PARK,1542 N DAMEN AVE 1,60622,4/12/16,4/15/18,41.90943,-87.67758,polygon
"EJ SUSHI, INC.",EJ SUSHI,1406 W GRAND AVE 1ST,60642,4/13/16,4/15/18,41.89113,-87.66259,polygon
BEAU'S INC,TRI-STAR CATERING,215 N CLINTON ST 1,60661,3/24/16,4/15/18,41.88620,-87.64117,polygon
"1500 N. WELLS OPCO, LLC",STEAK BAR,1500 N WELLS ST 1ST,60610,4/13/16,4/15/18,41.90926,-87.63480,polygon
BEAU'S INC,TRI-STAR CATERING,215 N CLINTON ST 1,60661,3/24/16,4/15/18,41.88620,-87.64117,polygon
"VOLUMES, LLC",VOLUMES BOOKCAFE,1474 N MILWAUKEE AVE 1ST,60622,3/22/16,4/15/18,41.90861,-87.67493,polygon
LOGAN SQUARE TAVERN LLC,SPILT MILK,2758 W FULLERTON AVE 1,60647,4/12/16,4/15/18,41.92492,-87.69735,polygon
GCM FOODS INC,FITNESS FORMULA CLUBS - GOLD COAST,1030 N CLARK ST 6-7,60610,5/25/16,4/15/18,41.90153,-87.63153,polygon
1721 W. DIVISION CORP.,BLACK BULL / BORDEL,1721 W DIVISION ST 1&2,60622,3/31/16,4/15/18,41.90318,-87.67088,polygon
"GOURMET 45, INC",NORTHERN FORK,324 N LEAVITT ST 2,60612,4/1/16,4/15/18,41.88743,-87.68185,polygon
3441 HOSPITALITY GROUP LLC,THE GRAYSTONE TAVERN,3441 N SHEFFIELD AVE 1ST,60657,4/7/16,4/15/18,41.94477,-87.65411,polygon
VANTIS MANAGEMENT LLC,NOLA CAFE & BAR,3481 N CLARK ST,60657,3/21/16,4/15/18,41.94560,-87.65506,polygon
"1500 N. WELLS OPCO, LLC",STEAK BAR,1500 N WELLS ST 1ST,60610,4/13/16,4/15/18,41.90926,-87.63480,polygon
"FH CHI, LLC",CAMBRIA CHICAGO MAGNIFICENT MILE,166 E SUPERIOR ST 1-29TH,60611,5/4/16,5/15/18,41.89587,-87.62302,polygon
"FH CHI, LLC",CAMBRIA CHICAGO MAGNIFICENT MILE,166 E SUPERIOR ST 1-29TH,60611,5/4/16,5/15/18,41.89587,-87.62302,polygon
"FH CHI, LLC",CAMBRIA CHICAGO MAGNIFICENT MILE,166 E SUPERIOR ST 1-29TH,60611,5/4/16,5/15/18,41.89587,-87.62302,polygon
"FH CHI, LLC",CAMBRIA CHICAGO MAGNIFICENT MILE,166 E SUPERIOR ST 1-29TH,60611,5/4/16,5/15/18,41.89587,-87.62302,polygon
"FH CHI, LLC",CAMBRIA CHICAGO MAGNIFICENT MILE,166 E SUPERIOR ST 1-29TH,60611,5/4/16,5/15/18,41.89587,-87.62302,polygon
"BUTTERFLY SOCIAL CLUB, INC.",CLOVER SPORTS BAR,722-724 W GRAND AVE,60654,4/15/16,5/15/18,41.89131,-87.64681,polygon
180 N MICHIGAN AVE HOSPITALITY MANAGEMENT LLC,BROKEN ENGLISH TACO PUB,75 E LAKE ST 1,60601,4/25/16,5/15/18,41.88562,-87.62530,polygon
IHG MANAGEMENT (MARYLAND) LLC,INTERCONTINENTAL HOTEL CHICAGO,505 N MICHIGAN AVE 1-41,60611,5/26/16,5/15/18,41.89112,-87.62399,polygon
L3 GOLD COAST LLC,LYFE KITCHEN,831 N STATE ST 1ST,60610,5/4/16,5/15/18,41.89760,-87.62808,polygon
666 WEST LAKE LLC,SAINT LOU'S ASSEMBLY & MONEYGUN,660-664 W LAKE ST,60661,5/12/16,5/15/18,41.88581,-87.64509,polygon
666 WEST LAKE LLC,SAINT LOU'S ASSEMBLY & MONEYGUN,660-664 W LAKE ST,60661,5/11/16,5/15/18,41.88581,-87.64509,polygon
BLACKWOOD BBQ BELMONT LLC,BLACKWOOD BBQ,962 W BELMONT AVE 1ST,60657,5/11/16,5/15/18,41.94003,-87.65389,polygon
"USE IL SERVICES, LLC",GREENRIVER CHICAGO,259 E ERIE ST 18,60611,4/25/16,5/15/18,41.89409,-87.62040,polygon
"WHISKEY BUSINESS, LLC",WHISKEY BUSINESS,1367 N MILWAUKEE AVE 1 & 2,60622,4/19/16,5/15/18,41.90677,-87.67159,polygon
"MICHIGAN AVENUE ENTERPRISES, LLC",BEACON TAVERN,405 N WABASH AVE 1,60611,5/3/16,5/15/18,41.88947,-87.62651,polygon
NELLCOTE LLC,NELLCOTE & RM CHAMPAGNE SALON,833-839 W RANDOLPH ST,60607,5/10/16,5/15/18,41.88428,-87.64866,polygon
"442, LLC",PUB 97,3626 N TALMAN AVE,60618,5/10/16,5/15/18,41.94750,-87.69503,polygon
CHICAGO DESIGN MUSEUM,CHICAGO DESIGN MUSEUM,108 N STATE ST 3,60602,5/12/16,5/15/18,41.88342,-87.62802,polygon
"THE POINT AT MILWAUKEE AVENUE, LLC",BLACK IRON TAVERN,401-409 N MILWAUKEE AVE 1 & BSMT,60654,5/6/16,5/15/18,41.88915,-87.64428,polygon
TRYZUB RESTAURANT LLC,TRYZUB RESTAURANT,2201 W CHICAGO AVE 1,60622,4/25/16,5/15/18,41.89572,-87.68207,polygon
L3 GOLD COAST LLC,LYFE KITCHEN,831 N STATE ST 1ST,60610,5/4/16,5/15/18,41.89760,-87.62808,polygon
CAFE ALEJO LLC,ALEJO'S BOATHOUSE CAFE,1301-1331 N HUMBOLDT DR,60622,4/28/16,5/15/18,41.90474,-87.70180,polygon
"PEAS AND CARROTS HOSPITALITY, CHICAGO, LLC",BERNIE'S LUNCH & SUPPER,660 N ORLEANS ST 1&ROOF,60654,4/29/16,5/15/18,41.89406,-87.63725,polygon
CHICAGO DESIGN MUSEUM,CHICAGO DESIGN MUSEUM,108 N STATE ST 3,60602,5/12/16,5/15/18,41.88342,-87.62802,polygon
"BLAZIN WINGS, INC.",BUFFALO WILD WINGS,2650 N NARRAGANSETT AVE 1 C9-C10,60639,4/28/16,5/15/18,41.92885,-87.78578,polygon
"WHISKEY BUSINESS, LLC",WHISKEY BUSINESS,1367 N MILWAUKEE AVE 1 & 2,60622,4/18/16,5/15/18,41.90677,-87.67159,polygon
"112 GRAND VENTURES, LLC",ARBELLA,112 W GRAND AVE,60654,5/9/16,5/15/18,41.89173,-87.63173,polygon
"COLD ONE, INC.",RED STAR LIQUORS,2725-2727 N MILWAUKEE AVE,60647,5/12/16,5/15/18,41.93079,-87.70999,polygon
"SKYGROUP INVESTMENTS, LLC",IFLY,800 W SCOTT ST 1,60642,4/21/16,5/15/18,41.90521,-87.64817,polygon
FRONTERA 900 LLC,CRUZ BLANCA AND LENA BRAVA,900-906 W RANDOLPH ST 1-2,60607,4/15/16,5/15/18,41.88448,-87.64983,polygon
EGGY'S LLC,EGGYS,333 E BENTON PL 1ST 103,,6/6/16,5/15/18,41.88539,-87.61899,polygon
RESTAURANT ASSOCIATES  L.L.C.,RA @ UBS CHICAGO,1 N WACKER DR 30,60606,4/28/16,5/15/18,41.88195,-87.63662,polygon
"SHEFFIELD CHICAGO, LLC",BAR COCINA,2901 N SHEFFIELD AVE 1,60657,4/28/16,5/15/18,41.93450,-87.65378,polygon
"QUE OF LIFE PARTNERS, INC.",PINOT'S PALETTE LOGAN SQUARE,2768 N MILWAUKEE AVE 1ST,60647,4/19/16,5/15/18,41.93141,-87.71148,polygon
MORTAR AND PESTLE LLC,MORTAR AND PESTLE,3108 N BROADWAY  1ST,60657,5/9/16,5/15/18,41.93794,-87.64448,polygon
"MINGHIN ON GRANT PARK, INC.",MINGHIN on GRANT PARK,333 E BENTON PL  300,60601,4/22/16,5/15/18,41.88539,-87.61899,polygon
RESTAURANT ASSOCIATES  L.L.C.,RA @ UBS CHICAGO,1 N WACKER DR 30,60606,4/28/16,5/15/18,41.88195,-87.63662,polygon
"MINGHIN ON GRANT PARK, INC.",MINGHIN on GRANT PARK,333 E BENTON PL  300,60601,4/22/16,5/15/18,41.88539,-87.61899,polygon
COWABUNGA LLC,MAHALO,1501 N MILWAUKEE AVE 1-2,60622,3/16/17,6/15/18,41.90878,-87.67474,polygon
COWABUNGA LLC,MAHALO,1501 N MILWAUKEE AVE 1-2,60622,3/16/17,6/15/18,41.90878,-87.67474,polygon
AMERICAN THEATRE COMPANY,AMERICAN THEATRE COMPANY,1909 W BYRON ST  1,60613,8/3/17,6/15/18,41.95225,-87.67667,polygon
"TINY LOUNGE ON THE RIVERWALK, L.L.C.",TINY TAPP,55-71 W RIVERWALK  1ST,60601,6/14/16,6/15/18,41.88695,-87.62987,polygon
IHG MANAGEMENT (MARYLAND) LLC,INTERCONTINENTAL HOTEL CHICAGO,505 N MICHIGAN AVE 1-41,60611,5/26/16,6/15/18,41.89112,-87.62399,polygon
IHG MANAGEMENT (MARYLAND) LLC,INTERCONTINENTAL HOTEL CHICAGO,505 N MICHIGAN AVE 1-41,60611,5/26/16,6/15/18,41.89112,-87.62399,polygon
IHG MANAGEMENT (MARYLAND) LLC,INTERCONTINENTAL HOTEL CHICAGO,505 N MICHIGAN AVE 1-41,60611,5/26/16,6/15/18,41.89112,-87.62399,polygon
IHG MANAGEMENT (MARYLAND) LLC,INTERCONTINENTAL HOTEL CHICAGO,505 N MICHIGAN AVE 1-41,60611,5/26/16,6/15/18,41.89112,-87.62399,polygon
IPSENTO 606 LLC,IPSENTO COFFEE,1813 N MILWAUKEE AVE,60647,5/31/16,6/15/18,41.91435,-87.68338,polygon
"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,60601,5/20/16,6/15/18,41.88810,-87.62518,polygon
"CHICAGO LOCAL FOODS, LLC",Local Foods,1427 W WILLOW ST 1ST,60642,5/24/16,6/15/18,41.91429,-87.66282,polygon
312 PIZZA VENTURES LLC,PARLOR PIZZA BAR,1824-1826 W DIVISION ST  1,60622,5/25/16,6/15/18,41.90336,-87.67340,polygon
"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,60601,5/20/16,6/15/18,41.88810,-87.62518,polygon
BOUNCE CHICAGO LLC,ACE BOUNCE,230 N CLARK ST LL,60601,6/8/16,6/15/18,41.88655,-87.63114,polygon
"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,60601,5/26/16,6/15/18,41.88810,-87.62518,polygon
"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,60601,5/20/16,6/15/18,41.88810,-87.62518,polygon
"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,60601,5/20/16,6/15/18,41.88810,-87.62518,polygon
"PORTILLO'S HOT DOGS, LLC",PORTILLO'S HOT DOGS,520 W TAYLOR ST 1 AND 2,60607,5/17/16,6/15/18,41.86986,-87.64027,polygon
THE TWO LIONS PUB & GRILL INC.,LOS DOS LEONES,2943 N MILWAUKEE AVE,60618,6/8/16,6/15/18,41.93482,-87.71659,polygon
"LOBSTER TALE INC.,",MAD BOILER,1045 W MADISON ST 1ST,60607,6/3/16,6/15/18,41.88157,-87.65381,polygon
FURIOUS SPOON LOGAN SQUARE LLC,FURIOUS SPOON,2410 N MILWAUKEE AVE 1ST,60647,6/1/16,6/15/18,41.92492,-87.70086,polygon
"CONNACHT, LLC",THE CROSSING TAVERN,2542-2548 N SOUTHPORT AVE 1ST,60614,5/23/16,6/15/18,41.92830,-87.66357,polygon
"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,60601,5/20/16,6/15/18,41.88810,-87.62518,polygon
"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,60601,5/25/16,6/15/18,41.88810,-87.62518,polygon
"1001 W. LAKE OPCO, LLC",FEDERALES,180 N MORGAN ST 1ST,60607,5/23/16,6/15/18,41.88547,-87.65228,polygon
LA STORIA LLC,LA STORIA,1154-1156 N DEARBORN ST 1-2,60610,6/2/16,6/15/18,41.90347,-87.63012,polygon
"PORTILLO'S HOT DOGS, LLC",PORTILLO'S HOT DOGS,520 W TAYLOR ST 1 AND 2,60607,5/17/16,6/15/18,41.86986,-87.64027,polygon
"PORTILLO'S HOT DOGS, LLC",PORTILLO'S HOT DOGS,520 W TAYLOR ST 1 AND 2,60607,5/17/16,6/15/18,41.86986,-87.64027,polygon
312 PIZZA VENTURES LLC,PARLOR PIZZA BAR,1824-1826 W DIVISION ST  1,60622,5/18/16,6/15/18,41.90336,-87.67340,polygon
"COZY CORNER DINER AND PANCAKE HOUSE, INC",COZY CORNER DINER AND PANCAKE HOUSE,2286-2294 N MILWAUKEE AVE 1ST,60647,6/17/16,6/15/18,41.92245,-87.69686,polygon
"EAST ADDITION, LLC",STEADFAST RESTAURANT,120 W MONROE ST 1ST,60603,6/3/16,6/15/18,41.88080,-87.63148,polygon
"1001 W. LAKE OPCO, LLC",FEDERALES,180 N MORGAN ST 1ST,60607,5/23/16,6/15/18,41.88547,-87.65228,polygon
"CONNACHT, LLC",THE CROSSING TAVERN,2542-2548 N SOUTHPORT AVE 1ST,60614,5/23/16,6/15/18,41.92830,-87.66357,polygon
"360 MANAGEMENT COMPANY, LLC",LONDONHOUSE HOTEL,85 E WACKER DR 1-23,60601,5/26/16,6/15/18,41.88810,-87.62518,polygon
"ART ON THE ROCKS, LLC",PINOT'S PALETTE - WEST LOOP,1222 W MADISON ST 1 200,60607,6/8/16,6/15/18,41.88171,-87.65807,polygon
NEWA GROUP LLC,CHIYA CHAI CAFE,2770 N MILWAUKEE AVE 1,60647,6/3/16,6/15/18,41.93145,-87.71155,polygon
"THE HEARTY BOYS CATERERS, INC.","THE HEARTY BOYS CATERERS, INC.",3525 W GRAND AVE 1,60651,6/23/16,6/15/18,41.90134,-87.71458,polygon
"COMPASS GROUP USA, INC.","COMPASS GROUP USA, INC.",540 W MADISON ST 23RD,60661,6/1/16,6/15/18,41.88197,-87.64128,polygon
"CHICAGO WHIRLY, INC.",WHIRLYBALL,1825-1855 W WEBSTER AVE,60614,5/27/16,6/15/18,41.92135,-87.67367,polygon
BOUNCE CHICAGO LLC,ACE BOUNCE,230 N CLARK ST LL,60601,6/8/16,6/15/18,41.88655,-87.63114,polygon
"1111 W LAKE STREET, LLC",HONEY'S,1111-1113 W LAKE ST,60607,6/7/16,6/15/18,41.88543,-87.65497,polygon
"DANGAN, LLC",THE DEARBORN,145 N DEARBORN ST 1ST,60602,6/10/16,6/15/18,41.88434,-87.62930,polygon
2450 N MILWAUKEE RESTAURANT LLC,ESTEREO,2450 N MILWAUKEE AVE 1,60647,7/8/16,7/15/18,41.92576,-87.70225,polygon
2450 N MILWAUKEE RESTAURANT LLC,ESTEREO,2450 N MILWAUKEE AVE 1,60647,7/8/16,7/15/18,41.92576,-87.70225,polygon
LINCOLN ASSET MANAGER LLC,HOTEL LINCOLN,1816 N CLARK ST LL-13,60614,6/24/16,7/15/18,41.91525,-87.63429,polygon
5411 SOUTHPORT LLC,5411 EMPANADAS,3715 N SOUTHPORT AVE 1ST,60613,6/16/16,7/15/18,41.94936,-87.66393,polygon
LoCo Food LLC,FAT RICE,2951-2957 W DIVERSEY AVE 1ST,60647,7/1/16,7/15/18,41.93195,-87.70214,polygon
"UMAMI BURGER WEST LOOP, LLC",UMAMI BURGER,945 W RANDOLPH ST 1ST,60607,7/14/16,7/15/18,41.88423,-87.65152,polygon
"3335 HOSPITALITY, LLC",CODA DI VOLPE,3335 N SOUTHPORT AVE 1,60657,7/8/16,7/15/18,41.94262,-87.66375,polygon
LINCOLN ASSET MANAGER LLC,HOTEL LINCOLN,1816 N CLARK ST LL-13,60614,6/24/16,7/15/18,41.91525,-87.63429,polygon
SURFBAR LLC,SURFBAR,2367 N MILWAUKEE AVE,60647,6/21/16,7/15/18,41.92433,-87.69945,polygon
LAZO'S TACOS INC,LAZO'S TACOS,2003-2011 N WESTERN AVE 1ST FLOOR,60647,7/13/16,7/15/18,41.91768,-87.68727,polygon
"ROTI RESTAURANTS, LLC",ROTI MODERN MEDITERRANEAN,121 N CLINTON ST,60661,7/12/16,7/15/18,41.88387,-87.64111,polygon
"ROBINSON HILL LM, LLC",LALO'S MEXICAN AND TEQUILA BAR,600 E GRAND AVE SA-10,60611,6/30/16,7/15/18,41.89209,-87.61157,polygon
CLARK ILLINOIS LLC,EMA,74 W ILLINOIS ST 1ST,60654,7/1/16,7/15/18,41.89094,-87.63094,polygon
ADOBO LP,ADOBO GRILL,215 W NORTH AVE,60610,7/8/16,7/15/18,41.91105,-87.63538,polygon
2878 N LINCOLN LLC,LEFT COAST FOOD + JUICE,2870-2878 N LINCOLN AVE 1ST,60657,6/15/16,7/15/18,41.93400,-87.66095,polygon
2211 NORTH AVE LLC,AMERICANO 2211,2211 W NORTH AVE GROUND,60647,7/18/16,7/15/18,41.91028,-87.68286,polygon
LINCOLN ASSET MANAGER LLC,HOTEL LINCOLN,1816 N CLARK ST LL-13,60614,6/24/16,7/15/18,41.91525,-87.63429,polygon
"FULTON STEAK, LLC",SWIFT & SONS,1000 W FULTON MARKET  1,60607,7/12/16,7/15/18,41.88685,-87.65223,polygon
LINCOLN ASSET MANAGER LLC,HOTEL LINCOLN,1816 N CLARK ST LL-13,60614,6/24/16,7/15/18,41.91525,-87.63429,polygon
"ROCKIT, LLC",Rockit Bar & Grill,22 W HUBBARD ST,60610,7/11/16,7/15/18,41.89016,-87.62885,polygon
LINCOLN ASSET MANAGER LLC,HOTEL LINCOLN,1816 N CLARK ST LL-13,60614,6/24/16,7/15/18,41.91525,-87.63429,polygon
LINCOLN ASSET MANAGER LLC,HOTEL LINCOLN,1816 N CLARK ST LL-13,60614,6/24/16,7/15/18,41.91525,-87.63429,polygon
SF 55 LLC,SUGAR FACTORY,55 E GRAND AVE  G03,60611,6/27/16,7/15/18,41.89159,-87.62587,polygon
CLARK ILLINOIS LLC,EMA,74 W ILLINOIS ST 1ST,60654,6/17/16,7/15/18,41.89094,-87.63094,polygon
LINCOLN ASSET MANAGER LLC,HOTEL LINCOLN,1816 N CLARK ST LL-13,60614,6/24/16,7/15/18,41.91525,-87.63429,polygon
CAFE ALEJO LLC,ALEJO'S BOATHOUSE CAFE,1301-1331 N HUMBOLDT DR,60622,7/8/16,7/15/18,41.90474,-87.70180,polygon
"CAFE MICHELLE, INC.",CAFE MICHELLE,200 N LAKEFRONT DR 1ST,60601,6/17/16,7/15/18,41.88575,-87.61293,polygon
"UMAMI BURGER WEST LOOP, LLC",UMAMI BURGER,945 W RANDOLPH ST 1ST,60607,7/14/16,7/15/18,41.88423,-87.65152,polygon
CLARK ILLINOIS LLC,EMA,74 W ILLINOIS ST 1ST,60654,6/17/16,7/15/18,41.89094,-87.63094,polygon
HOT MESS LLC,GIANT,3209 W ARMITAGE AVE,60647,6/20/16,7/15/18,41.91729,-87.70737,polygon
"SECONDTHINGSFIRST, LLC",BAREBURGER,3357 N LINCOLN AVE 1,60657,7/13/16,7/15/18,41.94303,-87.67084,polygon
2878 N LINCOLN LLC,LEFT COAST FOOD + JUICE,2870-2878 N LINCOLN AVE 1ST,60657,6/15/16,7/15/18,41.93400,-87.66095,polygon
"BEHIND THE SCENES CHICAGO, LLC",PARAMOUNT EVENTS,1746-1758 W LAKE ST 1,60612,7/18/16,8/15/18,41.88528,-87.67133,polygon
"S & L ENTERTAINMENT, LLC",BLUE DOOR KITCHEN + GARDEN,52 W ELM ST 1 & 2,60610,7/15/16,8/15/18,41.90326,-87.63050,polygon
"THEATER WIT, NFP",THEATER WIT NFP,1229 W BELMONT AVE 1,60657,8/4/17,8/15/18,41.93971,-87.66013,polygon
BANGERS & LACE ROSCOE VILLAGE LLC,KITE STRING CANTINA,1851 W ADDISON ST 1ST,60613,7/27/16,8/15/18,41.94679,-87.67595,polygon
1001 WINCHESTER LLC,THE WINCHESTER,1001 N WINCHESTER AVE 1 & 2,60622,7/22/16,8/15/18,41.89966,-87.67579,polygon
MASADA OF CHICAGO INC.,MASADA,2204-2206 N CALIFORNIA AVE,60647,8/4/16,8/15/18,41.92184,-87.69747,polygon
"KIMPTON HOTEL &  RESTAURANT GROUP, LLC",THE GRAY,39 S LA SALLE ST 1-15,60603,8/9/16,8/15/18,41.88093,-87.63219,polygon
NANDO'S OF STREETERVILLE LLC,NANDO'S PERI-PERI,227 E ONTARIO ST,60611,8/1/16,8/15/18,41.89326,-87.62196,polygon
"JK SHIELDS, LLC",SMYTH THE LOYALIST,177 N ADA ST 1ST 101,60607,7/22/16,8/15/18,41.88522,-87.66061,polygon
NUMBERUNO LLC,THE TANKARD,1635 N MILWAUKEE AVE,60647,7/22/16,8/15/18,41.91119,-87.67849,polygon
1151-1155 N. WELLS CORPORATION,HASHBROWNS ON WELLS,1151-1155 N WELLS ST 1,60610,7/18/16,8/15/18,41.90359,-87.63432,polygon
"FLOATING WORLD GALLERY, LTD.",FLOATING WORLD GALLERY,1925 N HALSTED ST 1 & 2,60614,7/27/16,8/15/18,41.91676,-87.64830,polygon
UMAI PREMIUMS INC.,UMAI,1217-1219 W FULLERTON AVE,60614,7/26/16,8/15/18,41.92517,-87.65915,polygon
"1910 NORTH MILWAUKEE OPERATIONS, LLC",REMEDY,1910 N MILWAUKEE AVE,60647,7/29/16,8/15/18,41.91611,-87.68654,polygon
"WESTIN RIVER NORTH, CHICAGO BEVERAGE COMPANY",WESTIN RIVER NORTH CHGO HOTEL,320 N DEARBORN ST,60654,7/26/16,8/15/18,41.88807,-87.62969,polygon
EL CHE BAR LLC,EL CHE BAR,845 W WASHINGTON BLVD,60607,7/15/16,8/15/18,41.88301,-87.64915,polygon
"RUSCOE BILLIARD, INC.",ROSCOE VILLAGE BILLIARDS,3404 N ASHLAND AVE 1,60657,7/18/16,8/15/18,41.94355,-87.66892,polygon
"KIMPTON HOTEL &  RESTAURANT GROUP, LLC",THE GRAY,39 S LA SALLE ST 1-15,60603,8/9/16,8/15/18,41.88093,-87.63219,polygon
NANDO'S OF SOUTH LOOP LLC,NANDO'S PERI-PERI,150 W ROOSEVELT RD  F126C,60605,7/22/16,8/15/18,41.86745,-87.63233,polygon
"CUBA 312 ROSCOE, LLC",CUBA 312,2054 W ROSCOE ST 1,60618,8/11/16,8/15/18,41.94330,-87.68065,polygon
"FLOATING WORLD GALLERY, LTD.",FLOATING WORLD GALLERY,1925 N HALSTED ST 1 & 2,60614,7/27/16,8/15/18,41.91676,-87.64830,polygon
NATIONAL MARKETPLACE LLC,REVIVAL FOOD HALL,125 S CLARK ST,60603,7/25/16,8/15/18,41.87999,-87.63069,polygon
2211 NORTH AVE LLC,AMERICANO 2211,2211 W NORTH AVE GROUND,60647,7/18/16,8/15/18,41.91028,-87.68286,polygon
MASADA OF CHICAGO INC.,MASADA,2204-2206 N CALIFORNIA AVE,60647,8/4/16,8/15/18,41.92184,-87.69747,polygon
"INTERWEST CHICAGO HOTEL, LLC",HOTEL INDIGO,1244 N DEARBORN ST 1-14,60610,8/16/16,8/15/18,41.90522,-87.63017,polygon
CHICAGO BORN LOSERS MOTORCYCLE CLUB,CHICAGO BORN LOSERS MOTORCYCLE CLUB,4420 W MADISON ST,60624,8/9/16,8/15/18,41.88071,-87.73636,polygon
DIXIE LLC,DIXIE,1952 N DAMEN AVE,60647,7/15/16,8/15/18,41.91744,-87.67776,polygon
NATIONAL MARKETPLACE LLC,REVIVAL FOOD HALL,125 S CLARK ST,60603,8/2/16,8/15/18,41.87999,-87.63069,polygon
"1910 NORTH MILWAUKEE OPERATIONS, LLC",REMEDY,1910 N MILWAUKEE AVE,60647,7/29/16,8/15/18,41.91611,-87.68654,polygon
